Tweet,Keluhan,Respon,Other,
RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  ??@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…,,,Ya,
"Pak saya mau prewed di taman taman inovasi bapak @ridwankamil Boleh ? apa nanti Jones Follower bapak ga santet saya Pak,,, :(",,,Ya,
"Pak saya mau prewed di taman taman inovasi bapak @ridwankamil Boleh ? apa nanti Jones Follower bapak ga santet saya Pak,, :(",,,Ya,
RT @nadyairfany: @ridwankamil pak cobain deh jam 6pagi lewat cicaheum macetnya ampun ampunan deh... ngga cocok pak ada terminal di lokasi c…,Ya,,,
"Pak saya mau prewed di taman taman inovasi bapak @ridwankamil Boleh ? apa nanti Jones Follower bapak ga santet saya Pak, :(",,,Ya,
"@pdamtirtawening @ridwankamil  00106700466, punten sudah seminggu air PDAM tidak mengalir. Mohon bantuannya segera...",Ya,,,
Mirip payung yak? Tapi itu beneran tumbler kok. Hihihihi  https://t.co/L7l3LnRNpN,,,Ya,
RT @BDGcleanaction: Mirip payung yak? Tapi itu beneran tumbler kok. Hihihihi  https://t.co/L7l3LnRNpN,,,Ya,
"@ridwankamil pak adik saya yg sd dapet dana bsm 450rb,tp sama sekolahnya dipotong biaya ntah apa jd dapetnya cuma 140rb.itu boleh pak?",Ya,,,
Nah ! Makanya kalo pintu rel udh mau nutup jgn diterobos !! Kalo msh bandel tanggung sndiri akibatnya ! https://t.co/mivz6qTxt9,,,Ya,
RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  ??@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…,,,Ya,
RT @SaveBandungCity: Nah ! Makanya kalo pintu rel udh mau nutup jgn diterobos !! Kalo msh bandel tanggung sndiri akibatnya ! https://t.co/m…,,,Ya,
"@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC PJU, pengamanan tiang lampu PJU jl Kopo (RS Imanuel) https://t.co/6jKCf9gqyU",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC PJU, perbaikan lampu PJU jl Cicukang https://t.co/ZorIlUgo9O",,Ya,,
RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  ??@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…,,,Ya,
"RT @dnurdin_deden: Punteun PJU sktr dpn SD bbk sentral&amp;dpn kntor klrhn sukapura pada mati,serta lampunya redup@ridwankamil @dbmpkotabdg @di…",Ya,,,
Hatur nhn @dbmpkotabdg atas perbaikn PJU d jl Sasakgantung kel cikawao #kereen https://t.co/eaCFYoMaZb”,,,Ya,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC PJU, perbaikan lampu PJU jl Saripohaci https://t.co/OC1huGBSnq",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC PJU, perbaikan lampu PJU jl Sasak Gantung https://t.co/YGKRKDa…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC PJU, perbaikan lampu PJU jl Cicukang https://t.co/ZorIlUgo9O",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC PJU, perbaikan lampu PJU jl Bima https://t.co/jptkI3a0MP",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC PJU, perbaikan lampu PJU jl Tamansari https://t.co/LTkgXfpq66",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC PJU, pengamanan tiang lampu PJU jl Kopo (RS Imanuel) https://t…",,Ya,,
"Semoga membuka mata bagi yg suka melanggar, pdhl intinya kita tinggal taat aturan. Menunggu kereta lewat kan mudah.  https://t.co/mVnJmZlS5T",,,Ya,
"RT @oktvnmar: Semoga membuka mata bagi yg suka melanggar, pdhl intinya kita tinggal taat aturan. Menunggu kereta lewat kan mudah.  https://…",,,Ya,
"@pdamtirtawening @ridwankamil  00106700466, punten sudah seminggu air PDAM tidak mengalir. Mohon bantuannya segera...",Ya,,,
RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  ??@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…,,,Ya,
RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  ??@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…,,,Ya,
Masih berlaku ga kang emil Perda no 11 thn 2005? Kalo masih tolong sosialisasikan @ridwankamil @infobandung @bplh_kotabdg,,,Ya,
"Pa wali @ridwankamil masih ada angkot stasiun-ledeng yang ugal-ugalan, kan sieun tadi ge tijengkang di angkot",Ya,,,
RT @MeydaAnnisa: @relawan_bdg @ridwankamil @Satpolppbdg Kumuhnya kaki lima perempatan jl. jakarta - kircon engga bgt &amp; risih ama jablay. to…,Ya,,,
"RT @toekang_sate: Pak @ridwankamil iyeu jalmi anu ngabalaan jalan di kota Bandung,ngabagikeun pamplet tapi di awur2 di jalan. https://t.co/…",,,Ya,
"Sktr 1 jm yg lalu, sy jd korban penabrakan dgn sengaja o/ angkot caringin - sdg serang D 1993 CA di daerah bojong, cijerah @ridwankamil",Ya,,,
"@ridwankamil kang, yg jualan obat jentik nyamuk maksa masih ada aja, anak kosan sekeloa dipaksa lg, padahal udh bilang ga mau",Ya,,,
Saya yg sdg mengendarai motor ditabrak dari arah belakang 2 kali secara beruntun oleh angkot tsb @tmc_restabesbdg @ridwankamil,Ya,,,
RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  ??@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…,,,Ya,
Setelah menabrak dgn sengaja supir angkot tsb keluar &amp; beberapa kali hendak memukuli saya @tmc_restabesbdg @ridwankamil @infobdg,Ya,,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC Cibeunying, penanganan jln amblas dibelokan jl Pajajaran https…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC Gedebage, lanjutan pengerukan saluran jl Sukarno Hatta https:/…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC Bojonagara, lanjutan pemasangan ubin difabel jl Cicendo https:…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC Bojonagara, perbaikan jl dr Otten (1) https://t.co/Gcglbbt8fg",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC Bojonagara, perbaikan jl dr Otten (2) https://t.co/JSwGT8KnSj",,Ya,,
#suaraBDG via @temansotoy: lampu merah di perempatan pelajar pejuang-talagabodas sudah bbrp hari mati cc: @dishub_kotabdg,Ya,,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC Bojonagara, lanjutan pngerukan saluran jl Sukawarna Baru https…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC Bojonagara,  pengangkutan sendimen jl Sukawarna Baru https://t…",,Ya,,
RT @infobdg: #suaraBDG via @temansotoy: lampu merah di perempatan pelajar pejuang-talagabodas sudah bbrp hari mati cc: @dishub_kotabdg,Ya,,,
RT @infobdg: #suaraBDG via @temansotoy: lampu merah di perempatan pelajar pejuang-talagabodas sudah bbrp hari mati cc: @dishub_kotabdg,Ya,,,
"Tasyakur Adiwiyata Nasional, Sekolah Berintegritas, Milad ke 28 dan Maulid Nabi @lukman271061 @disdik_bandung https://t.co/dtkRGiEdWM",,,Ya,
"@ridwankamil pa, kenapa bapak suka herey ajah , bapak kebanyakan piknik yah pa ????",,,Ya,
RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  ??@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…,,,Ya,
"Penasaran, knp ya sepertinya Jl. Pajajaran udah beberapa kali ambles parah. https://t.co/6oqitJePL1",Ya,,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC Karees, perbaikan jl Ahmad Yani https://t.co/HqyBOLLokj",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC Karees, lanjutan pengerukan saluran jl Sriwijaya https://t.co/…",,Ya,,
"@ridwankamil cc @diskamtam mhn dipangkas krn menutupi PJU, rawan. Lok: jl sampurna (sbrang kantor kelurahan pasteur) https://t.co/JBinzh37BO",Ya,,,
Naik angkot di bandung harus nahan2 hati ya kang @ridwankamil. Bener2 nguji iman ngetem nya. Apalagi di area kalapa. Sabar.... ????,Ya,,,
@dbmpkotabdg  hatur nuhun dbmp lampu jln merdeka parantos sae indah pisan disarengan ku cai solokan nu ngalir bersih https://t.co/xeA0O2QGmQ,,,Ya,
RT @sopianpatmawati: @dbmpkotabdg  hatur nuhun dbmp lampu jln merdeka parantos sae indah pisan disarengan ku cai solokan nu ngalir bersih h…,,,Ya,
Kang @ridwankamil di instagram: Pengumuman: 1. Dilarang masuk ke Teras Cikapundung jln Siliwangi krn belum buka unt… https://t.co/7CX4OV1Of7,,,Ya,
tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes,,,Ya,
"@ridwankamil pak emil, PJU anu di jl.pahlawan deket kampus LP31 mati wae pak, gelap. Rawan kecelakaan/begal.. Haturnuhun",Ya,,,
RT @pr0ph0z: Kang @ridwankamil di instagram: Pengumuman: 1. Dilarang masuk ke Teras Cikapundung jln Siliwangi krn belum buka unt… https://t…,,,Ya,
@pdamtirtawening   @PRFMnews  kenapa air pdam didaerah tb ismail depan rt05 rw08 sudah 2minggu ngak ngalir padahal sudah laporan ke pdam,Ya,,,
"RT @TadjiUINBdg: @ridwankamil lapor pak, mobil ni 2x buang sampah ke pinggir jalan sepanjang jalan sersan bajuri no. 24 https://t.co/t9NHcX…",Ya,,,
RT @jrohman22: @pdamtirtawening   @PRFMnews  kenapa air pdam didaerah tb ismail depan rt05 rw08 sudah 2minggu ngak ngalir padahal sudah lap…,Ya,,,
RT @jrohman22: @pdamtirtawening   @PRFMnews  kenapa air pdam didaerah tb ismail depan rt05 rw08 sudah 2minggu ngak ngalir padahal sudah lap…,Ya,,,
@ridwankamil. Saya mau lapor pak tlg trafick light dijln moch toha dpn rs sartika asih mati udh lama Tlg segera dibtulkan karna rawan pak,Ya,,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC Cibeunying, lanjutan pengerukan sal jl Veteran- jl Sunda https…",,Ya,,
RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  ??@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…,,,Ya,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC Cibeunying, lanjutan pengerukan sal jl Veteran- jl Sunda https…",,Ya,,
"@ridwankamil punten pak,, saya ada ide utk memperindah kota bandung. Pohon2 yg sudah berumur, mngkin bisa dipahat utk dijadikan objek wisata",,,Ya,
"2) dan akhirnya penumpang naik di depan mobil kami, angkot nya menghalangi mobil setengah jalan jalur kiri. Cc: @ridwankamil #mentalillness",Ya,,,
RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  ??@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…,,,Ya,
"@ridwankamil kang tiap saya lewat Tg lega ko sering banyak sampah ya kang. ga kaya dulu kang, meski dlu ga separah ini kang",Ya,,,
"@ridwankamil assalamu'alaikum pa, warga jln.trsan holis rt03/09 babakan ciparay msh mmbuang sampah ke Sungai krna blm ada fasilitas. Mksh pa",Ya,,,
RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  ??@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…,,,Ya,
@pdamtirtawening Via @supriyantoiam : Cai PDAM kumaha di jl.Purwakarta v  Antapani teu acan wae ngocor punten. Cc @pdamtirtawening,Ya,,,
@pdamtirtawening  00206360870 no meter PDAM jl.purwakarta v no.3 antapani,,,Ya,
RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  ??@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…,,,Ya,
"@PRFMnews @ridwankamil pak bade lapor, kesulitan (dipersulit) pengurusan dokumen pendukung u/ haji di tingkat RW kedah kamana? #urgent",Ya,,,
@basuki_btp @ridwankamil jalan dan trotoar banyak rusak gara2 minyak dan air dr warung tenda. Pdagang hrsnya pasang terpal plastik sbg alas,Ya,,,
@ridwankamil @pdamtirtawening  00206360870 no meter PDAM jl.purwakarta v no.3 antapani punten teu acan wae ngocor.punten kang..,Ya,,,
"@ridwankamil jl.cikutra arah borma ga ada border yg membatasi antara jalan dan selokan, bahkan pernah menelan korban jiwa .kapan diperbaiki?",Ya,,,
Pemulung yg meninggalkan roda di jl. Asia Afrika &amp; pengamen yg tertangkap oleh pak Wali @ridwankamil dihukum push up https://t.co/KXPfdbYSEz,,,Ya,
RT @Satpolppbdg: Pemulung yg meninggalkan roda di jl. Asia Afrika &amp; pengamen yg tertangkap oleh pak Wali @ridwankamil dihukum push up https…,,,Ya,
RT @Satpolppbdg: Pemulung yg meninggalkan roda di jl. Asia Afrika &amp; pengamen yg tertangkap oleh pak Wali @ridwankamil dihukum push up https…,,,Ya,
"RT @TadjiUINBdg: @ridwankamil lapor pak, mobil ni 2x buang sampah ke pinggir jalan sepanjang jalan sersan bajuri no. 24 https://t.co/t9NHcX…",Ya,,,
RT @Satpolppbdg: Pemulung yg meninggalkan roda di jl. Asia Afrika &amp; pengamen yg tertangkap oleh pak Wali @ridwankamil dihukum push up https…,,,Ya,
"@ridwankamil kang emil nu ganteng,pntn rd ditrtibkn spnjng jln sbrng psr kircon,bnyk mbl prkr,siang-sore,jd mct pisan,ditambah kreta lewat,",Ya,,,
"RT @TadjiUINBdg: @ridwankamil lapor pak, mobil ni 2x buang sampah ke pinggir jalan sepanjang jalan sersan bajuri no. 24 https://t.co/t9NHcX…",Ya,,,
"RT @Lalaysf: @ridwankamil masih mending ditikung kang, kalo diputusin tanpa alasan? Sedetik kemudian dia jalan sama yg baru.",,,Ya,
RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  ??@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…,,,Ya,
RT @Satpolppbdg: Pemulung yg meninggalkan roda di jl. Asia Afrika &amp; pengamen yg tertangkap oleh pak Wali @ridwankamil dihukum push up https…,,,Ya,
RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  ??@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…,,,Ya,
"Rebo ayeuna pasti macet.Sing sabar ka sadayana,wayahna usum pere @dishub_kotabdg @RESTABES_BDG @dbmpkotabdg @pdkebersihanbdg Bdg na dijagi",,,Ya,
"RT @chikachiquitita: Rebo ayeuna pasti macet.Sing sabar ka sadayana,wayahna usum pere @dishub_kotabdg @RESTABES_BDG @dbmpkotabdg @pdkebersi…",,,Ya,
"RT @chikachiquitita: Rebo ayeuna pasti macet.Sing sabar ka sadayana,wayahna usum pere @dishub_kotabdg @RESTABES_BDG @dbmpkotabdg @pdkebersi…",,,Ya,
"Tiap libur sekolah,lewat jln ah nasution lancar jaya.Coba tiap pagi kyk gini. @PRFMnews @ridwankamil #BusSekolahJalurAHNasution #suarabdg",,,Ya,
Bangunan Belum Di Bongkar https://t.co/IV5WBKvmQU @ridwankamil @distarcipbdg @Satpolppbdg @kecbojkid_ktbdg @PemkotBandung @kel_situsaeur,,,Ya,
tlng dibantu pk pasokan air ke jl sukapura Gg pepaya tdk ada sdh 1bln lebih. Lapor selalu tdk ada tanggapan @pdamtirtawening @ridwankamil,Ya,,,
Mohon bantuan penyalaan kembali lampu PJU di jl.Salam depan no 51 &amp; taman Super Hero @dbmpkotabdg @PRFMnews https://t.co/7RzTwhxH55,Ya,,,
09.05: RT @iman_sinarjadi:  Mohon bantuan penyalaan kmbali PJU di Jl Salam dpn no 51 &amp; Taman Super Hero @dbmpkotabdg https://t.co/57UfO2k7z0,Ya,,,
"Pak keamanan lalu lintas  di dekat SMAN 25 bandung buat macet, gimana petugas kepolisiannya tolong ya pak amankan.. @ridwankamil",Ya,,,
RT @supriyantoiam: @ridwankamil @pdamtirtawening  00206360870 no meter PDAM jl.purwakarta v no.3 antapani punten teu acan wae ngocor.punten…,Ya,,,
"RT @fickyfauzie: @pdamtirtawening @ridwankamil  00106700466, punten sudah seminggu air PDAM tidak mengalir. Mohon bantuannya segera...",Ya,,,
Pak @ridwankamil apa bnr pembuangan sampah ke tps sdg ada kendala?krn di tmpt saya sdh hmpr 3 minggu sampah tdk di ambil,Ya,,,
09.49 Didi via WA Lampu merah simpang dago dari arah selatan sudah 3 hari mati / tidak berfungsi cc @dishub_kotabdg https://t.co/dvbWmBTzTw,Ya,,,
@ridwankamil mari kita pikirkan bersama solusinya.pasar jam 10 pagi msh buka dijalan daerah perempatan moh.toha https://t.co/z1KzVLpktt,Ya,,,
"Tp pd saat perpanjang di sim keliling biaya yg ditarik sim A Rp 170rb &amp; sim C Rp 165rb, melanggar aturan kah ini? (2) @infobdg @ridwankamil",Ya,,,
"@ridwankamil @infobdg perempatan malabar gatsu, lampulalin udah lama mati. Jadi suka macet.",Ya,,,
"@ridwankamil @dbmpkotabdg @diskamtam Kang per4an Cikutra &amp; Jln Suci,  batang pohon na nutupan Lampu Merah &amp;  PJU.  Mohon Perhatian",Ya,,,
"RT @ivansinatra: @ridwankamil @dbmpkotabdg @diskamtam Kang per4an Cikutra &amp; Jln Suci,  batang pohon na nutupan Lampu Merah &amp;  PJU.  Mohon P…",Ya,,,
"@ridwankamil pa punten pengen saran , untuk di DU kan suka ada bis damri , kenapa ga dibikin shelter aja biar makin rapih pa , nuhun pa",,,Ya,
@ridwankamil anak saya sudah naik kelas 8 dan kelas 11 tp  raport asli dr dinas pendidikan belum selesai juga,Ya,,,
RT @PRFMnews: 09.49 Didi via WA Lampu merah simpang dago dari arah selatan sudah 3 hari mati / tidak berfungsi cc @dishub_kotabdg https://t…,Ya,,,
"@ridwankamil @pdkebersihanbdg RT pak, apakah benar kalo setiap buang sampah kr TPS dipungut biaya",,,Ya,
Si mbl keren D 333 BOY br saja buang puntung di jln Dago @ridwankamil @dbmpkotabdg https://t.co/HGwonlthyo,Ya,,,
Kapan yah punya kepala daerah yang twitteran kaya @ridwankamil  bisa lapor langsung kalo ada apa - apa.,,,Ya,
RT @ronronnytan: Si mbl keren D 333 BOY br saja buang puntung di jln Dago @ridwankamil @dbmpkotabdg https://t.co/HGwonlthyo,Ya,,,
"kang di babakan sari kircon di RT09/11 air PDAM ga mengalir, mohon perhatiannya krn tiap mlm begadang tp airnya tidak ada @ridwankamil",Ya,,,
"RT @TadjiUINBdg: @ridwankamil lapor pak, mobil ni 2x buang sampah ke pinggir jalan sepanjang jalan sersan bajuri no. 24 https://t.co/t9NHcX…",Ya,,,
@ridwankamil kang punten naha ieu kec buah batu ngurus ktp ge meni hese dari senin nepi ka ayeuna teu bisa wae ngarekam alasannya error wae,Ya,,,
"RT @pdkebersihanbdg: Petugas membersihkan tumpukan smpah di Jl. Tamansari, mari disiplin dgn menjga lingkungan tetap bersih @ridwankamil ht…",,Ya,,
RT @ronronnytan: Si mbl keren D 333 BOY br saja buang puntung di jln Dago @ridwankamil @dbmpkotabdg https://t.co/HGwonlthyo,Ya,,,
RT @PRFMnews: 09.49 Didi via WA Lampu merah simpang dago dari arah selatan sudah 3 hari mati / tidak berfungsi cc @dishub_kotabdg https://t…,Ya,,,
@dbmpkotabdg @distarcipBDG membangun bngunan tinggi tanpa pondasi.mmbhyakan bngunan&amp;kselamatan wrga sekitar.mhon scpt ny d tindak(2),Ya,,,
"RT @pdkebersihanbdg: Pengangkutan sampah di Tps Jl. Ambon, mari jaga bersma fasilitas publik dgn baik @ridwankamil @OdedMD @yossiirianto ht…",,Ya,,
RT @PRFMnews: 09.05: RT @iman_sinarjadi:  Mohon bantuan penyalaan kmbali PJU di Jl Salam dpn no 51 &amp; Taman Super Hero @dbmpkotabdg https://…,Ya,,,
"@ridwankamil @infobdg baru aja kejadian, keadaan angkot penuh dan macet di pasar baru. Ada mobil plat luar gedor2 angkot sambil maki2 (1)",,,Ya,
@ridwankamil lokasi jl.pagarsih barat gg.madrasah pengurus seperti ga mempan sm pemilik,Ya,,,
@pdkebersihanbdg @ridwankamil katanya yg mnt bukan Pd.Kebersihan tp buat orang yg kerja nya dan ongkos angkut ke TPA,,,Ya,
"@ridwankamil @infobdg #plisatulah naha teu saling sabar wae nuju macet mah, pendatang juga udah tau dikota orang mungkin lebih sopan jg",,,Ya,
@relawan_bdg @Satpolppbdg jl.pagarsih barat gg.madrasah jalan jadi sempit dan di jalan utamanya kol buntung pd sembarangan parkir semerawut,Ya,,,
tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes,,,Ya,
#lalinBDG 11.38 :  jalan menuju lembang macet total karena pohon tumbang dijalan setelah farmhouse | @cicutmaricut1 cc @diskamtam,Ya,,,
RT @infobdg: #lalinBDG 11.38 :  jalan menuju lembang macet total karena pohon tumbang dijalan setelah farmhouse | @cicutmaricut1 cc @diskam…,Ya,,,
"@pdkebersihanbdg @ridwankamil ya makasih, maaf saya cm tahu KATANYA"" dr penjelasan Pengurus RW &amp; petugas kebersihan..Sekali lg Terima kasih""",,,Ya,
RT @infobdg: #lalinBDG 11.38 :  jalan menuju lembang macet total karena pohon tumbang dijalan setelah farmhouse | @cicutmaricut1 cc @diskam…,Ya,,,
@Satpolppbdg jl.pagarsih barat gg.madrasah jalan jd sempit aparat gada yg mempan sm pemilik https://t.co/vjOSaSufa0,Ya,,,
RT @infobdg: #lalinBDG 11.38 :  jalan menuju lembang macet total karena pohon tumbang dijalan setelah farmhouse | @cicutmaricut1 cc @diskam…,Ya,,,
RT @infobdg: #lalinBDG 11.38 :  jalan menuju lembang macet total karena pohon tumbang dijalan setelah farmhouse | @cicutmaricut1 cc @diskam…,Ya,,,
RT @infobdg: #lalinBDG 11.38 :  jalan menuju lembang macet total karena pohon tumbang dijalan setelah farmhouse | @cicutmaricut1 cc @diskam…,Ya,,,
"@dishub_kotabdg mau nanya, kalau nomor telepon dishub bandung berapa ya?",,,Ya,
"Pa itu rumput2 yg baru di tanam di deket stopan jalan ibrahim adjie pada kering , lebar ga di rawat:( @dbmpkotabdg @ridwankamil",Ya,,,
"Punten telat posting,kemarin sore jl.AsiaAfrika macet total,trotoar jd jl utama pengguna sepeda motor @ridwankamil https://t.co/XC2xkmIN95",Ya,,,
@ridwankamil mohon diawasi pedagang sayur dan buahbuahan di pasar kordon masih ada yg buang sampah kesungai pas jembatan,Ya,,,
Dari sukajadi sampai lembang macet total+tak ada polisi yg atur ?? #lalinBDG @ridwankamil https://t.co/5dVZx9WzML,Ya,,,
"@ridwankamil tak ada kaki lima,kaki 6,7,8 9 sampai 10 pun jadi. https://t.co/zX6SHPioLZ",Ya,,,
RT @MuhammadIbnoe: Dari sukajadi sampai lembang macet total+tak ada polisi yg atur ?? #lalinBDG @ridwankamil https://t.co/5dVZx9WzML,Ya,,,
"RT @Beduz_Asa: Punten telat posting,kemarin sore jl.AsiaAfrika macet total,trotoar jd jl utama pengguna sepeda motor @ridwankamil https://t…",Ya,,,
RT @MuhammadIbnoe: Dari sukajadi sampai lembang macet total+tak ada polisi yg atur ?? #lalinBDG @ridwankamil https://t.co/5dVZx9WzML,Ya,,,
Bukan di Tebing Keraton tapi ini masih di Jawa Barat euy. #JabarKahiji  @aheryawan @ridwankamil @dedeyusuf_1 ? https://t.co/8PJhShsWfK,,,Ya,
Bukan di Tebing Keraton tapi ini masih di Jawa Barat euy. #JabarKahiji  @aheryawan @ridwankamil @dedeyusuf_1 ? https://t.co/d6XOwJAm4j,,,Ya,
Perilaku melanggar rambu lalu lintas di jalan Purnawarman perlu di tindak tegas @PRFMnews @ridwankamil https://t.co/sy8f3CBzzC,Ya,,,
"@pdkebersihanbdg @ridwankamil terimakasih pak, skr sampah sdg di angkut",,,Ya,
"13.32: RT @Satpolppbdg:  Penertiban PKL di Jalan Trunojoyo, Jalan Aceh &amp; Jl Diponegoro (23/12/2015). https://t.co/2pkV4xGzXm",,Ya,,
"RT @Satpolppbdg: Penertiban pkl di jl. Trunojoyo, jl. Aceh &amp; jl. Diponegoro 23/12/2015 cc @ridwankamil @PemkotBandung @PRFMnews https://t.c…",,Ya,,
"RT @Satpolppbdg: Penertiban pkl di jl. Trunojoyo, jl. Aceh &amp; jl. Diponegoro 23/12/2015 cc @ridwankamil @PemkotBandung @PRFMnews https://t.c…",,Ya,,
